pathway_id,pathway_name,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14
PWY-4061,glutathione-mediated detoxification I,Degradation/Utilization/Assimilation,Degradation/Utilization/Assimilation - Other,,,,,,,,,,,,
PWY-5744,glyoxylate assimilation,Degradation/Utilization/Assimilation,Degradation/Utilization/Assimilation - Other,,,,,,,,,,,,
PWY-7582,mercaptosuccinate degradation,Degradation/Utilization/Assimilation,Degradation/Utilization/Assimilation - Other,,,,,,,,,,,,
PWY-7779,methyl tert-butyl ether degradation,Degradation/Utilization/Assimilation,Degradation/Utilization/Assimilation - Other,,,,,,,,,,,,
PWY-5355,nitroethane degradation,Degradation/Utilization/Assimilation,Degradation/Utilization/Assimilation - Other,,,,,,,,,,,,
P201-PWY,nitroglycerin degradation,Degradation/Utilization/Assimilation,Degradation/Utilization/Assimilation - Other,,,,,,,,,,,,
P621-PWY,nylon-6 oligomer degradation,Degradation/Utilization/Assimilation,Degradation/Utilization/Assimilation - Other,,,,,,,,,,,,
P221-PWY,octane oxidation,Degradation/Utilization/Assimilation,Degradation/Utilization/Assimilation - Other,,,,,,,,,,,,
PWY-6368,3-phosphoinositide degradation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,,,,,,,,,,,,
PWY-7119,ceramide and sphingolipid recycling and degradation (yeast),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Ceramide and Sphingolipid Recycling and Degradation,,,,,,,,,,,
PWY-6483,ceramide degradation (generic),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Ceramide and Sphingolipid Recycling and Degradation,,,,,,,,,,,
,ceramide degradation by alpha-oxidation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Ceramide and Sphingolipid Recycling and Degradation,,,,,,,,,,,
PWY3DJ-11470,sphingosine and sphingosine-1-phosphate metabolism,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Ceramide and Sphingolipid Recycling and Degradation,,,,,,,,,,,
,(10Z)-heptadecenoyl-CoA degradation (yeast),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
PWY-7339,"10-trans-heptadecenoyl-CoA degradation (MFE-dependent, yeast)",Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
PWY-7338,"10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)",Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,2-methyl-branched fatty acid beta-oxidation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,3-methyl-branched fatty acid alpha-oxidation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
PWY-7340,"9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)",Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,adipate degradation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,fatty acid alpha-oxidation I (plants),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,fatty acid beta-oxidation I (generic),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,fatty acid beta-oxidation II (plant peroxisome),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,"fatty acid beta-oxidation III (unsaturated, odd number)",Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,"fatty acid beta-oxidation IV (unsaturated, even number)",Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,"fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)",Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,fatty acid beta-oxidation VI (mammalian peroxisome),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,fatty acid beta-oxidation VII (yeast peroxisome),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,"oleate beta-oxidation (isomerase-dependent, yeast)",Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,"oleate beta-oxidation (reductase-dependent, yeast)",Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,"oleate beta-oxidation (thioesterase-dependent, yeast)",Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,oleate beta-oxidation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,valproate beta-oxidation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Fatty Acid Degradation,,,,,,,,,,,
,Fatty Acid Derivative Degradation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,,,,,,,,,,,,
PWY-6944,androstenedione degradation I (aerobic),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Androstenedione Degradation,,,,,,,,,,
,androstenedione degradation II (anaerobic),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Androstenedione Degradation,,,,,,,,,,
,bile acid 7alpha-dehydroxylation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Bile Acid Degradation,,,,,,,,,,
,bile acid 7beta-dehydroxylation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Bile Acid Degradation,,,,,,,,,,
,bile acids 12-O-epimerization,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Bile Acid Degradation,,,,,,,,,,
,bile acids 3-O-epimerization,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Bile Acid Degradation,,,,,,,,,,
,bile acids 7-O epimerization,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Bile Acid Degradation,,,,,,,,,,
PWY-6518,bile acids epimerization,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Bile Acid Degradation,,,,,,,,,,
PWY-6945,cholesterol degradation to androstenedione I (cholesterol oxidase),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Cholesterol Degradation,,,,,,,,,,
PWY-6946,cholesterol degradation to androstenedione II (cholesterol dehydrogenase),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Cholesterol Degradation,,,,,,,,,,
PWY-8151,cholesterol degradation to androstenedione III (anaerobic),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Cholesterol Degradation,,,,,,,,,,
PWY-6928,superpathway of cholesterol degradation I (cholesterol oxidase),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Cholesterol Degradation,,,,,,,,,,
PWY-6947,superpathway of cholesterol degradation II (cholesterol dehydrogenase),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Cholesterol Degradation,,,,,,,,,,
PWY-8154,superpathway of cholesterol degradation III (oxidase),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,Cholesterol Degradation,,,,,,,,,,
PWY-8135,bile acids deconjugation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,,,,,,,,,,,
PWY-6948,sitosterol degradation to androstenedione,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,,,,,,,,,,,
PWY-6937,superpathway of testosterone and androsterone degradation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,,,,,,,,,,,
PWY-6943,testosterone and androsterone degradation to androstendione (aerobic),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,,,,,,,,,,,
PWY-8155,testosterone degradation (anaerobic),Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,Steroid Degradation,,,,,,,,,,,
PWY6666-1,anandamide degradation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,,,,,,,,,,,,
PWY-8056,anandamide lipoxygenation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,,,,,,,,,,,,
PWY-6111,mitochondrial L-carnitine shuttle,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,,,,,,,,,,,,
PWY-7367,phosphatidylcholine resynthesis via glycerophosphocholine,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,,,,,,,,,,,,
PWY-7366,phosphatidylglycerol degradation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,,,,,,,,,,,,
LIPASYN-PWY,phospholipases,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,,,,,,,,,,,,
PWY-7783,plasmalogen degradation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,,,,,,,,,,,,
SOPHOROSYLOXYDOCOSANOATE-DEG-PWY,sophorosyloxydocosanoate deacetylation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,,,,,,,,,,,,
,sulfoquinovosyl diacylglycerides and sulfoquinovosyl glycerol degradation,Degradation/Utilization/Assimilation,Fatty Acid and Lipid Degradation,,,,,,,,,,,,
LIPAS-PWY,triacylglycerol degradation,Degradation/Utilization/Assimilation,,,,,,,,,,,,,
PWY-6398,melatonin degradation I,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Melatonin Degradation,,,,,,,,,,,
PWY-6399,melatonin degradation II,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Melatonin Degradation,,,,,,,,,,,
PWY-6400,melatonin degradation III,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Melatonin Degradation,,,,,,,,,,,
PWY-6402,superpathway of melatonin degradation,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Melatonin Degradation,,,,,,,,,,,
PWY-5272,abscisic acid degradation by glucosylation,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Plant Hormone Degradation,Abscisic Acid Degradation,,,,,,,,,,
PWY-7642,abscisic acid degradation to 7'-hydroxyabscisate,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Plant Hormone Degradation,Abscisic Acid Degradation,,,,,,,,,,
PWY-7640,abscisic acid degradation to neophaseic acid,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Plant Hormone Degradation,Abscisic Acid Degradation,,,,,,,,,,
PWY-5271,abscisic acid degradation to phaseic acid,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Plant Hormone Degradation,Abscisic Acid Degradation,,,,,,,,,,
PWY-2841,cytokinins degradation,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Plant Hormone Degradation,Cytokinin Degradation,,,,,,,,,,
,gibberellin inactivation I (2beta-hydroxylation),Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Plant Hormone Degradation,Gibberellin Degradation,,,,,,,,,,
PWY-6477,gibberellin inactivation II (methylation),Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Plant Hormone Degradation,Gibberellin Degradation,,,,,,,,,,
PWY-6494,gibberellin inactivation III (epoxidation),Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Plant Hormone Degradation,Gibberellin Degradation,,,,,,,,,,
PWY-2421,indole-3-acetate degradation I,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Plant Hormone Degradation,Indole-3-acetate Degradation,,,,,,,,,,
PWY-8087,indole-3-acetate degradation II,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Plant Hormone Degradation,Indole-3-acetate Degradation,,,,,,,,,,
PWY-6546,brassinosteroids inactivation,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Plant Hormone Degradation,,,,,,,,,,,
PWY-6260,thyroid hormone metabolism I (via deiodination),Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Thyroid Hormone Metabolism,,,,,,,,,,,
PWY-6261,thyroid hormone metabolism II (via conjugation and/or degradation),Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",Thyroid Hormone Metabolism,,,,,,,,,,,
PWY-6342,noradrenaline and adrenaline degradation,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",,,,,,,,,,,,
PWY-6313,serotonin degradation,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",,,,,,,,,,,,
PWY-6688,thyronamine and iodothyronamine metabolism,Degradation/Utilization/Assimilation,"Hormone, Neurotransmitter, and Signaling Molecule Degradation",,,,,,,,,,,,
PWY-7778,2-methylpropene degradation,Degradation/Utilization/Assimilation,Hydrocarbon Degradation,Alkene Degradation,,,,,,,,,,,
PWY-7776,ethene and chloroethene degradation,Degradation/Utilization/Assimilation,Hydrocarbon Degradation,Alkene Degradation,,,,,,,,,,,
PWY-7777,isoprene degradation,Degradation/Utilization/Assimilation,Hydrocarbon Degradation,Alkene Degradation,,,,,,,,,,,
PWY-5534,propene degradation,Degradation/Utilization/Assimilation,Hydrocarbon Degradation,Alkene Degradation,,,,,,,,,,,
PWY-7774,propane degradation I,Degradation/Utilization/Assimilation,Hydrocarbon Degradation,Propane Degradation,,,,,,,,,,,
PWY-7775,propane degradation II,Degradation/Utilization/Assimilation,Hydrocarbon Degradation,Propane Degradation,,,,,,,,,,,
PWY-2724,alkane oxidation,Degradation/Utilization/Assimilation,Hydrocarbon Degradation,,,,,,,,,,,,
PWY-7780,butane degradation,Degradation/Utilization/Assimilation,Hydrocarbon Degradation,,,,,,,,,,,,
,Fe(II) oxidation I (acidic environment),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Iron Metabolism,Iron Oxidation,,,,,,,,,,
,"Fe(II) oxidation II (neutrophilic environment, Cyc2 system)",Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Iron Metabolism,Iron Oxidation,,,,,,,,,,
,"Fe(II) oxidation III (neutrophilic environment, MtoA/B system)",Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Iron Metabolism,Iron Oxidation,,,,,,,,,,
,"Fe(II) oxidation IV (phototrophic, PioA/B system)",Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Iron Metabolism,Iron Oxidation,,,,,,,,,,
,"Fe(II) oxidation V (phototrophic, Fox system)",Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Iron Metabolism,Iron Oxidation,,,,,,,,,,
,Fe(II) oxidation VI (to magnetite),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Iron Metabolism,Iron Oxidation,,,,,,,,,,
,assimilatory Fe(III) reduction (plants),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Iron Metabolism,,,,,,,,,,,
,dissimilatory Fe(III) reduction (Shewanella),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Iron Metabolism,,,,,,,,,,,
PWY-6591,manganese oxidation I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Manganese Oxidation,,,,,,,,,,,
PWY-6592,manganese oxidation II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Manganese Oxidation,,,,,,,,,,,
GLNSYN-PWY,L-glutamine biosynthesis I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Assimilation,,,,,,,,,,
PWY-6963,ammonia assimilation cycle I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Assimilation,,,,,,,,,,
PWY-6964,ammonia assimilation cycle II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Assimilation,,,,,,,,,,
AMMASSIM-PWY,ammonia assimilation cycle III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Assimilation,,,,,,,,,,
PWY-3282,superpathway of ammonia assimilation (plants),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Assimilation,,,,,,,,,,
,ammonia oxidation I (nitrification),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Oxidation,,,,,,,,,,
,ammonia oxidation II (anammox),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Oxidation,,,,,,,,,,
,ammonia oxidation III (heterotrophic nitrification),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Oxidation,,,,,,,,,,
PWY-7082,ammonia oxidation IV (autotrophic ammonia oxidizers),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Oxidation,,,,,,,,,,
,ammonia oxidation V (dirammox),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Oxidation,,,,,,,,,,
,ammonia oxidation VI (comammox),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Oxidation,,,,,,,,,,
PWY-7084,nitrifier denitrification,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Ammonia Oxidation,,,,,,,,,,
DENITRIFICATION-PWY,nitrate reduction I (denitrification),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Denitrification,,,,,,,,,,
PWY-6748,nitrate reduction VII (denitrification),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Denitrification,,,,,,,,,,
PWY-7084,nitrifier denitrification,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Denitrification,,,,,,,,,,
PWY-6523,nitrite-dependent anaerobic methane oxidation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Denitrification,,,,,,,,,,
DENITRIFICATION-PWY,nitrate reduction I (denitrification),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrate Reduction,,,,,,,,,,
PWY-381,nitrate reduction II (assimilatory),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrate Reduction,,,,,,,,,,
PWY0-1321,nitrate reduction III (dissimilatory),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrate Reduction,,,,,,,,,,
PWY-5674,nitrate reduction IV (dissimilatory),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrate Reduction,,,,,,,,,,
PWY0-1581,nitrate reduction IX (dissimilatory),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrate Reduction,,,,,,,,,,
PWY-5675,nitrate reduction V (assimilatory),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrate Reduction,,,,,,,,,,
PWY490-3,nitrate reduction VI (assimilatory),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrate Reduction,,,,,,,,,,
PWY-6748,nitrate reduction VII (denitrification),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrate Reduction,,,,,,,,,,
PWY0-1352,nitrate reduction VIII (dissimilatory),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrate Reduction,,,,,,,,,,
PWY0-1573,nitrate reduction VIIIb (dissimilatory),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrate Reduction,,,,,,,,,,
,sn-glycerol 3-phosphate anaerobic respiration,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrate Reduction,,,,,,,,,,
N2FIX-PWY,nitrogen fixation I (ferredoxin),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrogen fixation,,,,,,,,,,
PWY-7576,nitrogen fixation II (flavodoxin),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Nitrogen fixation,,,,,,,,,,
PWY-1541,superpathway of taurine degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Taurine Degradation,,,,,,,,,,
PWY-1263,taurine degradation I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Taurine Degradation,,,,,,,,,,
PWY-1264,taurine degradation II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Taurine Degradation,,,,,,,,,,
TAURINEDEG-PWY,taurine degradation III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Taurine Degradation,,,,,,,,,,
PWY0-981,taurine degradation IV,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,Taurine Degradation,,,,,,,,,,
CYANCAT-PWY,cyanate degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,,,,,,,,,,,
PWY-7387,hypotaurine degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nitrogen Compound Metabolism,,,,,,,,,,,
,methyleneurea degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,,,,,,,,,,,,
PWY-7683,nitrite reduction (hemoglobin),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,,,,,,,,,,,,
PWY-4984,urea cycle,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,,,,,,,,,,,,
PWY-7804,glyphosate degradation I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Glyphosate Degradation,,,,,,,,,,
PWY-7806,glyphosate degradation II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Glyphosate Degradation,,,,,,,,,,
PWY-7807,glyphosate degradation III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Glyphosate Degradation,,,,,,,,,,
PWY-8129,cell-surface glycoconjugate-linked phosphonate biosynthesis,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Phosphonate Compound Biosynthesis,Phosphonate Compound Degradation,,,,,,,,
PWY-5491,diethylphosphate degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Phosphonate Compound Biosynthesis,Phosphonate Compound Degradation,,,,,,,,
PWY-6348,phosphate acquisition,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Phosphonate Compound Biosynthesis,Phosphonate Compound Degradation,,,,,,,,
PWY-8138,polyphosphate metabolism,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Phosphonate Compound Degradation,,,,,,,,,
PWY-6931,seleno-amino acid detoxification and volatilization I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Phosphonate Compound Degradation,Selenium Metabolism,Seleno-Amino Acid Detoxification,,,,,,,
PWY-6935,seleno-amino acid detoxification and volatilization II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Phosphonate Compound Degradation,Selenium Metabolism,Seleno-Amino Acid Detoxification,,,,,,,
PWY-6933,seleno-amino acid detoxification and volatilization III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Phosphonate Compound Degradation,Selenium Metabolism,Seleno-Amino Acid Detoxification,,,,,,,
PWY-6395,superpathway of seleno-compound metabolism,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Phosphonate Compound Degradation,Selenium Metabolism,Seleno-Amino Acid Detoxification,,,,,,,
,selenate reduction I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Phosphonate Compound Degradation,Selenium Metabolism,,,,,,,,
,selenate reduction II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Phosphonate Compound Degradation,Selenium Metabolism,,,,,,,,
,selenate reduction III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Selenium Metabolism,,,,,,,,,
,selenite reduction,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Selenium Metabolism,,,,,,,,,
PWY-7462,"3,3'-disulfanediyldipropannoate degradation",Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Sulfur Compound Metabolism,,,,,,,,,
PWY-7465,"3,3'-thiodipropanoate degradation",Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Phosphonate Metabolism,Sulfur Compound Metabolism,,,,,,,,,
,3-sulfopropanediol degradation I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Sulfur Compound Metabolism,3-Sulfopropanediol Degradation,,,,,,,,,
,3-sulfopropanediol degradation II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Sulfur Compound Metabolism,3-Sulfopropanediol Degradation,,,,,,,,,
,3-sulfopropanediol degradation III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Phosphorus Compound Metabolism,Sulfur Compound Metabolism,3-Sulfopropanediol Degradation,,,,,,,,,
PWY-7898,"4,4'-disulfanediyldibutanoate degradation",Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
SO4ASSIM-PWY,assimilatory sulfate reduction I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Assimilatory Sulfate Reduction,,,,,,,,,,
SULFMETII-PWY,assimilatory sulfate reduction II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Assimilatory Sulfate Reduction,,,,,,,,,,
