pathway_id,pathway_name,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14
PWY-6683,assimilatory sulfate reduction III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Assimilatory Sulfate Reduction,,,,,,,,,,
PWY1ZNC-1,assimilatory sulfate reduction IV,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Assimilatory Sulfate Reduction,,,,,,,,,,
PWY-6047,dimethyl sulfide degradation I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Dimethylsulfide Degradation,,,,,,,,,,
PWY-6059,dimethyl sulfide degradation II (oxidation),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Dimethylsulfide Degradation,,,,,,,,,,
PWY-6057,dimethylsulfide to cytochrome c2 electron transfer,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Dimethylsulfide Degradation,,,,,,,,,,
PWY-6046,dimethylsulfoniopropanoate degradation I (cleavage),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Dimethylsulfoniopropanoate Degradation,,,,,,,,,,
PWY-6056,dimethylsulfoniopropanoate degradation II (cleavage),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Dimethylsulfoniopropanoate Degradation,,,,,,,,,,
PWY-6052,dimethylsulfoniopropanoate degradation III (demethylation),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Dimethylsulfoniopropanoate Degradation,,,,,,,,,,
PWY-6049,superpathway of dimethylsulfoniopropanoate degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Dimethylsulfoniopropanoate Degradation,,,,,,,,,,
,dissimilatory sulfate reduction,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Dissimilatory Sulfate Reduction,,,,,,,,,,
PWY-5329,L-cysteine degradation III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Hydrogen Sulfide Biosynthesis,,,,,,,,,,
PWY66-426,hydrogen sulfide biosynthesis II (mammalian),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Hydrogen Sulfide Biosynthesis,,,,,,,,,,
,L-cysteate degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-6048,methylthiopropanoate degradation I (cleavage),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Methylthiopropanoate Degradation,,,,,,,,,,
PWY-6045,methylthiopropanonate degradation II (demethylation),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Methylthiopropanoate Degradation,,,,,,,,,,
,S-(2-succinyl)-L-cysteine degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
,S-benzyl-L-cysteine degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
P222-PWY,sulfide oxidation I (to sulfur globules),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfide Oxidation,,,,,,,,,,
PWY-5274,sulfide oxidation II (flavocytochrome c),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfide Oxidation,,,,,,,,,,
PWY-5285,sulfide oxidation III (to sulfite),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfide Oxidation,,,,,,,,,,
PWY-7927,sulfide oxidation IV (mitochondria),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfide Oxidation,,,,,,,,,,
PWY-5294,superpathway of sulfide oxidation (Acidithiobacillus ferrooxidans),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfide Oxidation,,,,,,,,,,
PWY-5335,superpathway of sulfide oxidation (Starkeya novella),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfide Oxidation,,,,,,,,,,
PWY-6676,superpathway of sulfide oxidation (phototrophic sulfur bacteria),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfide Oxidation,,,,,,,,,,
PWY-5276,sulfite oxidation I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfite Oxidation,,,,,,,,,,
PWY-5279,sulfite oxidation II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfite Oxidation,,,,,,,,,,
PWY-5278,sulfite oxidation III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfite Oxidation,,,,,,,,,,
PWY-5326,sulfite oxidation IV (sulfite oxidase),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfite Oxidation,,,,,,,,,,
PWY-7457,sulfite oxidation V (SoeABC),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfite Oxidation,,,,,,,,,,
PWY-5308,superpathway of sulfur metabolism (Desulfocapsa sulfoexigens),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfite Oxidation,,,,,,,,,,
PWY-5306,superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfite Oxidation,,,,,,,,,,
PWY-1281,sulfoacetaldehyde degradation I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfoacetaldehyde Degradation,,,,,,,,,,
PWY-5982,sulfoacetaldehyde degradation II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfoacetaldehyde Degradation,,,,,,,,,,
PWY-6718,sulfoacetaldehyde degradation III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfoacetaldehyde Degradation,,,,,,,,,,
PWY-8062,sulfoacetaldehyde degradation IV,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfoacetaldehyde Degradation,,,,,,,,,,
PWY-6616,sulfolactate degradation I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfolactate Degradation,,,,,,,,,,
PWY-6637,sulfolactate degradation II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfolactate Degradation,,,,,,,,,,
PWY-6638,sulfolactate degradation III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfolactate Degradation,,,,,,,,,,
PWY-6641,superpathway of sulfolactate degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfolactate Degradation,,,,,,,,,,
P203-PWY,sulfur disproportionation I (anaerobic),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfur Disproportionation,,,,,,,,,,
PWY-5302,sulfur disproportionation II (aerobic),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfur Disproportionation,,,,,,,,,,
PWY-5306,superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfur Disproportionation,,,,,,,,,,
SULFUROX-PWY,sulfur oxidation I (aerobic),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfur Oxidation,,,,,,,,,,
FESULFOX-PWY,sulfur oxidation II (Fe+3-dependent),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfur Oxidation,,,,,,,,,,
,sulfur oxidation III (type I sHdr system),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfur Oxidation,,,,,,,,,,
,sulfur oxidation IV (rDsr system),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfur Oxidation,,,,,,,,,,
PWY-5304,superpathway of sulfur oxidation (Acidianus ambivalens),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfur Oxidation,,,,,,,,,,
PWY-5332,sulfur reduction I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfur Reduction,,,,,,,,,,
PWY-5364,sulfur reduction II (via polysulfide),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfur Reduction,,,,,,,,,,
PWY-7976,sulfur reduction III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Sulfur Reduction,,,,,,,,,,
PWY-1541,superpathway of taurine degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Taurine Degradation,,,,,,,,,,
PWY-1263,taurine degradation I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Taurine Degradation,,,,,,,,,,
PWY-1264,taurine degradation II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Taurine Degradation,,,,,,,,,,
TAURINEDEG-PWY,taurine degradation III,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Taurine Degradation,,,,,,,,,,
PWY0-981,taurine degradation IV,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Taurine Degradation,,,,,,,,,,
PWY-6327,tetrathionate oxidation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Tetrathionate Oxidation,,,,,,,,,,
PWY-5360,superpathway of tetrathionate reduction (Salmonella typhimurium),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Tetrathionate Reduction,,,,,,,,,,
PWY-5358,tetrathionate reduction I (to thiosulfate),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Tetrathionate Reduction,,,,,,,,,,
PWY-5359,tetrathionate reductiuon II (to trithionate),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Tetrathionate Reduction,,,,,,,,,,
PWY-5308,superpathway of sulfur metabolism (Desulfocapsa sulfoexigens),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Thiosulfate Disproportionation,,,,,,,,,,
PWY-5277,thiosulfate disproportionation I (thiol-dependent),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Thiosulfate Disproportionation,,,,,,,,,,
PWY-5352,thiosulfate disproportionation II (cytochrome),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Thiosulfate Disproportionation,,,,,,,,,,
PWY-7813,thiosulfate disproportionation III (quinone),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Thiosulfate Disproportionation,,,,,,,,,,
PWY-5350,thiosulfate disproportionation IV (rhodanese),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Thiosulfate Disproportionation,,,,,,,,,,
THIOSULFOX-PWY,thiosulfate oxidation I (to tetrathionate),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Thiosulfate Oxidation,,,,,,,,,,
PWY-5303,thiosulfate oxidation II (via tetrathionate),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Thiosulfate Oxidation,,,,,,,,,,
,thiosulfate oxidation III (complete Sox enzyme system),Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Thiosulfate Oxidation,,,,,,,,,,
,"thiosulfate oxidation IV (incomplete Sox system, sulfur-depositing)",Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,Thiosulfate Oxidation,,,,,,,,,,
PWY-7793,dimethyl sulfide biosynthesis from methionine,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-6058,dimethyl sulfone degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-6050,dimethyl sulfoxide degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-6043,ethanedisulfonate degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-6321,homotaurine degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-7387,hypotaurine degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-2601,isethionate degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-6044,methanesulfonate degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-5258,methanogenesis from dimethylsulfide,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-5260,methanogenesis from methylthiopropanoate,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-5340,sulfate activation for sulfonation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-6593,sulfoacetate degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-6736,sulfur volatiles biosynthesis,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
PWY-6072,superpathway of dimethylsulfone degradation,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Sulfur Compound Metabolism,,,,,,,,,,,
SULFATE-CYS-PWY,superpathway of sulfate assimilation and cysteine biosynthesis,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,,,,,,,,,,,,
ALKANEMONOX-PWY,two-component alkanesulfonate monooxygenase,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,,,,,,,,,,,,
,manganese reduction,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,,,,,,,,,,,,
PWY-8130,5'-deoxyadenosine degradation I,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nucleoside and Nucleotide Degradation,5'-Deoxyadenosine Degradation,,,,,,,,,,
PWY-8131,5'-deoxyadenosine degradation II,Degradation/Utilization/Assimilation,Inorganic Nutrient Metabolism,Nucleoside and Nucleotide Degradation,5'-Deoxyadenosine Degradation,,,,,,,,,,
PWY-6596,adenosine nucleotides degradation I,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,Adenosine Nucleotide Degradation,,,,,,,,,,
SALVADEHYPOX-PWY,adenosine nucleotides degradation II,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,Adenosine Nucleotide Degradation,,,,,,,,,,
PWY-6617,adenosine nucleotides degradation III,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,Adenosine Nucleotide Degradation,,,,,,,,,,
PWY-6607,guanosine nucleotides degradation I,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,Guanosine Nucleotide Degradation,,,,,,,,,,
PWY-6606,guanosine nucleotides degradation II,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,Guanosine Nucleotide Degradation,,,,,,,,,,
PWY-6608,guanosine nucleotides degradation III,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,Guanosine Nucleotide Degradation,,,,,,,,,,
PWY-6595,superpathway of guanosine nucleotides degradation (plants),Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,Guanosine Nucleotide Degradation,,,,,,,,,,
PWY-5695,inosine 5'-phosphate degradation,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,,,,,,,,,,,
PWY-6019,pseudouridine degradation,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,,,,,,,,,,,
PWY-7179,purine deoxyribonucleosides degradation I,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,,,,,,,,,,,
PWY-7179-1,purine deoxyribonucleosides degradation II,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,,,,,,,,,,,
P164-PWY,purine nucleobases degradation I (anaerobic),Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,,,,,,,,,,,
PWY-5497,purine nucleobases degradation II (anaerobic),Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,,,,,,,,,,,
PWY-5044,purine nucleotides degradation I (plants),Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,,,,,,,,,,,
PWY-6353,purine nucleotides degradation II (aerobic),Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,,,,,,,,,,,
PWY0-1296,purine ribonucleosides degradation,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,,,,,,,,,,,
P165-PWY,superpathway of purines degradation in plants,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Purine Nucleotide Degradation,,,,,,,,,,,
PWY-7181,pyrimidine deoxyribonucleosides degradation,Degradation/Utilization/Assimilation,Nucleoside and Nucleotide Degradation,Pyrimidine Nucleotide Degradation,Pyrimidine Deoxyribonucleoside Degradation,,,,,,,,,,
