"PathwayID","CompoundID","CompoundName"
"ko00523","C21350","dTDP-3-O-methyl-beta-L-rhamnose"
"ko00523","C21351","dTDP-4-oxo-alpha-D-xylose"
"ko00523","C21352","dTDP-4-oxo-2-deoxy-alpha-D-pentos-2-ene"
"ko00523","C21353","dTDP-4-oxo-2-deoxy-beta-L-xylose"
"ko00523","C21354","dTDP-4-amino-2,4-dideoxy-beta-L-xylose"
"ko00523","C21355","dTDP-4-methylamino-2,4-dideoxy-beta-L-xylose"
"ko00523","C21356","dTDP-4-ethylamino-3-O-methyl-2,4-dideoxy-L-threo-pentopyranose"
"ko00523","C21362","dTDP-3-methyl-4-oxo-alpha-D-ribopyranose"
"ko00523","C21363","dTDP-madurosamine"
"ko01054","C00065","L-Serine"
"ko01054","C01540","Viomycin"
"ko01054","C01895","Bleomycin B2"
"ko01054","C05371","Microcystin LR"
"ko01054","C11218","Gramicidin S"
"ko01054","C11615","Pristinamycin IA"
"ko01054","C12030","Mycosubtilin"
"ko01054","C12041","Tyrocidine"
"ko01054","C12042","Fengycin"
"ko01054","C12043","Surfactin"
"ko01054","C12265","Lichenysin D"
"ko01054","C12266","Iturin A"
"ko01054","C12267","Bacillomycin D"
"ko01054","C12268","Syringomycin"
"ko01054","C15482","Bacitracin A"
"ko01054","C18618","Aminomalonyl-[acp]"
"ko01054","C22668","Colibactin"
"ko01053","C00196","2,3-Dihydroxybenzoate"
"ko01053","C00251","Chorismate"
"ko01053","C00805","Salicylate"
"ko01053","C00885","Isochorismate"
"ko01053","C04171","(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate"
"ko01053","C05821","Enterochelin"
"ko01053","C06769","Vibriobactin"
"ko01053","C12037","Pyochelin"
"ko01053","C12038","Yersiniabactin"
"ko01053","C12216","Mycobactin S"
"ko01053","C12219","Corynebactin"
"ko01053","C12220","Myxochelin A"
"ko01053","C12221","Myxochelin B"
"ko01055","C00082","L-Tyrosine"
"ko01055","C00083","Malonyl-CoA"
"ko01055","C00842","dTDP-glucose"
"ko01055","C01179","3-(4-Hydroxyphenyl)pyruvate"
"ko01055","C03198","(S)-4-Hydroxymandelate"
"ko01055","C03590","4-Hydroxyphenylglyoxylate"
"ko01055","C06620","dTDP-3,4-dioxo-2,6-dideoxy-D-glucose"
"ko01055","C06689","Vancomycin"
"ko01055","C11907","dTDP-4-oxo-6-deoxy-D-glucose"
"ko01055","C12014","Chloroeremomycin"
"ko01055","C12026","3,5-Dihydroxy-phenylglycine"
"ko01055","C12318","dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose"
"ko01055","C12319","dTDP-3-amino-2,3,6-trideoxy-C-methyl-D-erythro-hexopyranos-4-ulose"
"ko01055","C12320","dTDP-L-4-oxovancosamine"
"ko01055","C12321","dTDP-L-epivancosamine"
"ko01055","C12322","dTDP-L-vancosamine"
"ko01055","C12323","L-4-Hydroxyphenylglycine"
"ko01055","C12324","3,5-Dihydroxyphenylacetyl-CoA"
"ko01055","C12325","3,5-Dihydroxyphenylglyoxylate"
"ko00940","C00079","L-Phenylalanine"
"ko00940","C00082","L-Tyrosine"
"ko00940","C00223","p-Coumaroyl-CoA"
"ko00940","C00315","Spermidine"
"ko00940","C00323","Caffeoyl-CoA"
"ko00940","C00406","Feruloyl-CoA"
"ko00940","C00411","Sinapoyl-CoA"
"ko00940","C00423","trans-Cinnamate"
"ko00940","C00482","Sinapate"
"ko00940","C00540","Cinnamoyl-CoA"
"ko00940","C00590","Coniferyl alcohol"
"ko00940","C00761","Coniferin"
"ko00940","C00811","4-Coumarate"
"ko00940","C00852","Chlorogenate"
"ko00940","C00903","Cinnamaldehyde"
"ko00940","C00933","Sinapine"
"ko00940","C01175","1-O-Sinapoyl-beta-D-glucose"
"ko00940","C01197","Caffeate"
"ko00940","C01494","Ferulate"
"ko00940","C01533","Syringin"
"ko00940","C02325","Sinapyl alcohol"
"ko00940","C02646","4-Coumaryl alcohol"
"ko00940","C02666","Coniferyl aldehyde"
"ko00940","C02887","Sinapoyl malate"
"ko00940","C02947","4-Coumaroylshikimate"
"ko00940","C04366","3-(2-Carboxyethenyl)-cis,cis-muconate"
"ko00940","C05608","4-Hydroxycinnamyl aldehyde"
"ko00940","C05610","Sinapoyl aldehyde"
"ko00940","C05619","5-Hydroxyferulic acid"
"ko00940","C05627","4-Hydroxystyrene"
"ko00940","C05855","4-Hydroxycinnamyl alcohol 4-D-glucoside"
"ko00940","C06224","3,4-Dihydroxystyrene"
"ko00940","C10428","Anethole"
"ko00940","C10434","5-O-Caffeoylshikimic acid"
"ko00940","C10452","Estragole"
"ko00940","C10453","Eugenol"
"ko00940","C10454","Methyleugenol"
"ko00940","C10469","Isoeugenol"
"ko00940","C10478","Methylisoeugenol"
"ko00940","C10945","Caffeic aldehyde"
"ko00940","C12203","5-Hydroxyferuloyl-CoA"
"ko00940","C12204","5-Hydroxyconiferaldehyde"
"ko00940","C12205","5-Hydroxyconiferyl alcohol"
"ko00940","C12206","Caffeyl alcohol"
"ko00940","C12208","p-Coumaroyl quinic acid"
"ko00940","C15804","p-Hydroxyphenyl lignin"
"ko00940","C15805","Guaiacyl lignin"
"ko00940","C15806","Syringyl lignin"
"ko00940","C15807","5-Hydroxy-guaiacyl lignin"
"ko00940","C16930","Chavicol"
"ko00940","C18069","N1,N5,N10-Tricoumaroyl spermidine"
"ko00940","C18070","N1,N5,N10-Tricaffeoyl spermidine"
"ko00940","C18071","N1,N5,N10-Triferuloyl spermidine"
"ko00940","C18072","N1,N5,N10-Tri(hydroxyferuloyl) spermidine"
"ko00940","C18073","N1,N5-Di(hydroxyferuloyl)-N10-sinapoyl spermidine"
"ko00940","C20225","Coniferyl acetate"
"ko00940","C20464","Isochavicol"
"ko00940","C20465","Coumaryl acetate"
"ko00945","C00223","p-Coumaroyl-CoA"
"ko00945","C00323","Caffeoyl-CoA"
"ko00945","C00406","Feruloyl-CoA"
"ko00945","C00540","Cinnamoyl-CoA"
"ko00945","C00852","Chlorogenate"
"ko00945","C01745","Pinosylvin"
"ko00945","C02947","4-Coumaroylshikimate"
"ko00945","C03582","Resveratrol"
"ko00945","C05901","Piceatannol"
"ko00945","C10287","Pterostilbene"
"ko00945","C10434","5-O-Caffeoylshikimic acid"
"ko00945","C10443","Curcumin"
"ko00945","C10462","[6]-Gingerol"
"ko00945","C12208","p-Coumaroyl quinic acid"
"ko00945","C17740","p-Coumaroyl-diketide-CoA"
"ko00945","C17741","Feruloyl-diketide-CoA"
"ko00945","C17742","Demethoxycurcumin"
"ko00945","C17743","Bisdemethoxycurcumin"
"ko00945","C17744","1-(4-Hydroxyphenyl)-1-decene-3,5-dione"
"ko00945","C17745","1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione"
"ko00945","C17746","1-Dehydro-[6]-gingerdione"
"ko00945","C17747","5-Hydroxy-1-(4-hydroxyphenyl)-3-decanone"
"ko00945","C17748","1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone"
"ko00945","C17749","Curcumin monoglucoside"
"ko00945","C17750","Curcumin diglucoside"
"ko00945","C22988","4'-O-Methyl-trans-resveratrol"
"ko00941","C00223","p-Coumaroyl-CoA"
"ko00941","C00323","Caffeoyl-CoA"
"ko00941","C00389","Quercetin"
"ko00941","C00406","Feruloyl-CoA"
"ko00941","C00509","Naringenin"
"ko00941","C00540","Cinnamoyl-CoA"
"ko00941","C00774","Phloretin"
"ko00941","C00852","Chlorogenate"
"ko00941","C00974","Dihydrokaempferol"
"ko00941","C01378","Fustin"
"ko00941","C01460","Vitexin"
"ko00941","C01477","Apigenin"
"ko00941","C01514","Luteolin"
"ko00941","C01604","Phlorizin"
"ko00941","C01617","Taxifolin"
"ko00941","C01709","Hesperetin"
"ko00941","C02906","Dihydromyricetin"
"ko00941","C02947","4-Coumaroylshikimate"
"ko00941","C03648","cis-3,4-Leucopelargonidin"
"ko00941","C05334","Isosakuranetin"
"ko00941","C05631","Eriodictyol"
"ko00941","C05903","Kaempferol"
"ko00941","C05904","Pelargonidin"
"ko00941","C05905","Cyanidin"
"ko00941","C05906","Leucocyanidin"
"ko00941","C05907","Luteoforol"
"ko00941","C05908","Delphinidin"
"ko00941","C05909","Leucodelphinidin"
"ko00941","C05911","Pentahydroxyflavanone"
"ko00941","C06561","Naringenin chalcone"
"ko00941","C06562","(+)-Catechin"
"ko00941","C08578","Butein"
"ko00941","C08650","Isoliquiritigenin"
"ko00941","C09099","Naringenin 7-O-beta-D-glucoside"
"ko00941","C09320","Afzelechin"
"ko00941","C09614","Butin"
"ko00941","C09727","(-)-Epicatechin"
"ko00941","C09736","Fisetinidol-4beta-ol"
"ko00941","C09751","Garbanzol"
"ko00941","C09756","Homoeriodictyol"
"ko00941","C09762","Liquiritigenin"
"ko00941","C09789","Naringin"
"ko00941","C09806","Neohesperidin"
"ko00941","C09826","Pinobanksin"
"ko00941","C09827","Pinocembrin"
"ko00941","C09833","Sakuranetin"
"ko00941","C10028","Chrysin"
"ko00941","C10044","Galangin"
"ko00941","C10107","Myricetin"
"ko00941","C10192","Tricetin"
"ko00941","C10434","5-O-Caffeoylshikimic acid"
"ko00941","C12123","7,4'-Dihydroxyflavone"
"ko00941","C12124","Apiforol"
"ko00941","C12127","(+)-Gallocatechin"
"ko00941","C12128","(-)-Epiafzelechin"
"ko00941","C12136","(-)-Epigallocatechin"
"ko00941","C12208","p-Coumaroyl quinic acid"
"ko00941","C15525","Eriodictyol chalcone"
"ko00941","C16404","Pinocembrin chalcone"
"ko00941","C16405","Homoeriodictyol chalcone"
"ko00941","C16406","Phlorizin chalcone"
"ko00941","C16407","2',4,4',6'-Tetrahydroxychalcone 4'-O-glucoside"
"ko00941","C16408","2',3,4,4',6'-Peptahydroxychalcone 4'-O-glucoside"
"ko00941","C16409","Aureusidin 6-O-glucoside"
"ko00941","C16410","Bracteatin 6-O-glucoside"
"ko00941","C16415","5-Deoxyleucopelargonidin"
"ko00941","C16416","Desmethylxanthohumol"
"ko00941","C16417","Xanthohumol"
"ko00941","C16418","Pinobanksin 3-O-acetate"
"ko00941","C16419","Pinostrobin"
"ko00941","C16422","Hesperetin 7-O-glucoside"
"ko00941","C16492","8-C-Glucosylnaringenin"
"ko00941","C21913","Dihydro-4-coumaroyl-CoA"
"ko00941","C22048","4-O-Methylxanthohumol"
"ko00944","C00389","Quercetin"
"ko00944","C00616","Quercetin 3-sulfate"
"ko00944","C01155","Quercetin 3,3'-bissulfate"
"ko00944","C01156","Quercetin 3,4'-bissulfate"
"ko00944","C01265","3,7-Di-O-methylquercetin"
"ko00944","C01460","Vitexin"
"ko00944","C01470","Acacetin"
"ko00944","C01477","Apigenin"
"ko00944","C01514","Luteolin"
"ko00944","C01714","Isovitexin"
"ko00944","C01750","Quercitrin"
"ko00944","C03515","Luteolin 7-O-glucuronide"
"ko00944","C03897","Quercetin 3,3',7-trissulfate"
"ko00944","C03898","Quercetin 3,4',7-trissulfate"
"ko00944","C03951","Luteolin 7-O-beta-D-glucoside"
"ko00944","C04024","Vitexin 2''-O-beta-D-glucoside"
"ko00944","C04199","Isovitexin 2''-O-beta-D-glucoside"
"ko00944","C04293","Chrysoeriol"
"ko00944","C04443","3-O-Methylquercetin"
"ko00944","C04444","3,7,4'-Tri-O-methylquercetin"
"ko00944","C04608","Apigenin 7-O-beta-D-glucoside"
"ko00944","C04858","Apigenin 7-O-[beta-D-apiosyl-(1->2)-beta-D-glucoside]"
"ko00944","C04900","Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide"
"ko00944","C05622","Malonylapiin"
"ko00944","C05623","Isoquercitrin"
"ko00944","C05625","Rutin"
"ko00944","C05903","Kaempferol"
"ko00944","C10098","Kaempferide"
"ko00944","C10107","Myricetin"
"ko00944","C10175","Quercetin 3-(2G-xylosylrutinoside)"
"ko00944","C11620","Syringetin"
"ko00944","C12249","Kaempferol 3-O-glucoside"
"ko00944","C12626","Kaempferol-3-O-galactoside"
"ko00944","C12627","Apigenin 7-O-neohesperidoside"
"ko00944","C12628","Vitexin 2''-O-beta-L-rhamnoside"
"ko00944","C12629","Isoswertisin 2''-rhamnoside"
"ko00944","C12630","Scolymoside"
"ko00944","C12632","Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]"
"ko00944","C12633","Laricitrin"
"ko00944","C12634","Kaempferol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside"
"ko00944","C12635","Kaempferol 3-sophorotrioside"
"ko00944","C12636","Kaempferol 3-O-[6-(4-coumaroyl)-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside]"
"ko00944","C12637","Quercetin 3-O-[beta-D-xylosyl-(1->2)-beta-D-glucoside]"
"ko00944","C12638","Quercetin 3-O-(6-O-malonyl-beta-D-glucoside)"
"ko00944","C12667","Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside"
"ko00944","C12668","Quercetin 3-sophorotrioside"
"ko00944","C16490","Kaempferol 3-O-beta-D-glucosylgalactoside"
"ko00944","C16911","Afzelin"
"ko00944","C19796","Quercetin 3-O-rhamnoside 7-O-glucoside"
"ko00944","C21833","Kaempferol-3-O-rutinoside"
"ko00944","C21854","Kaempferol 3-O-rhamnoside-7-O-glucoside"
"ko00942","C05904","Pelargonidin"
"ko00942","C05905","Cyanidin"
"ko00942","C05908","Delphinidin"
"ko00942","C08604","Cyanidin 3-O-glucoside"
"ko00942","C08620","Cyanidin 3-O-rutinoside"
"ko00942","C08639","Cyanidin 3,5-O-diglucoside"
"ko00942","C08641","Gentiodelphin"
"ko00942","C08725","Pelargonin"
"ko00942","C12095","Cyanidin 3-O-(6-O-p-coumaroyl)glucoside"
"ko00942","C12096","Cyanidin 3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside"
"ko00942","C12137","Pelargonidin 3-O-glucoside"
"ko00942","C12138","Delphinidin 3-O-glucoside"
"ko00942","C12139","Petunidin 3-O-glucoside"
"ko00942","C12140","Malvidin 3-O-glucoside"
"ko00942","C12141","Peonidin 3-O-glucoside"
"ko00942","C12640","Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside"
"ko00942","C12641","4'''-Demalonylsalvianin"
"ko00942","C12642","Pelargonidin 3-O-(6-O-malonyl-beta-D-glucoside)"
"ko00942","C12643","Cyanidin 3-O-(6-O-malonyl-beta-D-glucoside)"
"ko00942","C12644","Pelargonidin 3-O-rutinoside"
"ko00942","C12645","Pelargonidin 3-O-rutinoside 5-O-beta-D-glucoside"
"ko00942","C12646","Cyanidin 3-O-rutinoside 5-O-beta-D-glucoside"
"ko00942","C12647","Salvianin"
"ko00942","C16288","Pelargonidin 3-O-3'',6''-O-dimalonylglucoside"
"ko00942","C16289","Cyanidin 3-O-3'',6''-O-dimalonylglucoside"
"ko00942","C16290","Delphinidin 3-O-3'',6''-O-dimalonylglucoside"
"ko00942","C16292","Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside"
"ko00942","C16293","Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside"
"ko00942","C16294","Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside"
"ko00942","C16295","Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside"
"ko00942","C16296","Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside"
"ko00942","C16297","Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside)"
"ko00942","C16298","Cyanidin 5-O-glucoside"
"ko00942","C16299","Malonylshisonin"
"ko00942","C16301","Delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside"
"ko00942","C16302","Ternatin A1"
"ko00942","C16303","Ternatin C5"
"ko00942","C16304","Delphinidin 3-O-(6''-O-malonyl)-beta-glucoside-3'-O-beta-glucoside"
"ko00942","C16305","Pelargonidin 3-O-sophoroside"
"ko00942","C16306","Cyanidin 3-O-sophoroside"
"ko00942","C16307","Delphinidin 3-O-sophoroside"
"ko00942","C16312","Delphinidin 3,5-diglucoside"
"ko00942","C16313","Delphinidin 3-glucoside 5-caffoyl-glucoside"
"ko00942","C16314","Delphinidin 3,5,3'-triglucoside"
"ko00942","C16315","Delphinidin 3-O-rutinoside"
"ko00942","C16349","Pelargonidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)"
"ko00942","C16350","Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)"
"ko00942","C16351","Delphinidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)"
"ko00942","C16354","Albireodelphin"
"ko00942","C16367","Delphinidin 3-O-(6-caffeoyl-beta-D-glucoside)"
"ko00942","C16368","Pelargonidin 3-(6-p-coumaroyl)glucoside"
"ko00942","C16369","Cyanidin 3-(6-p-caffeoyl)glucoside"
"ko00942","C16370","Delphinidin 3-(6-p-coumaroyl)glucoside"
"ko00942","C16371","Pelargonidin 3-glucoside 5-caffeoylglucoside"
"ko00942","C16372","Cyanidin 3-glucoside 5-caffeoylglucoside"
"ko00942","C16373","Cyanidin-3-O-(6''-O-malonyl-2''-O-glucuronyl)glucoside"
"ko00942","C19762","Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside"
"ko00942","C20469","Cyanidin 3,7-di-O-beta-D-glucoside"
"ko00942","C20489","Pelargonidin 3-O-beta-D-sambubioside"
"ko00942","C20490","Cyanidin 3-O-beta-D-sambubioside"
"ko00942","C20491","Delphinidin 3-O-beta-D-sambubioside"
"ko00942","C20492","Pelargonidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside"
"ko00942","C20493","Cyanidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside"
"ko00942","C20494","Delphinidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside"
"ko00942","C20495","Pelargonidin 3,7-di-O-beta-D-glucoside"
"ko00942","C20496","Delphinidin 3,7-di-O-beta-D-glucoside"
"ko00943","C00509","Naringenin"
"ko00943","C00786","(-)-Vestitone"
"ko00943","C00814","Biochanin A"
"ko00943","C00858","Formononetin"
"ko00943","C01263","3,6,9-Trihydroxypterocarpan"
"ko00943","C01477","Apigenin"
"ko00943","C01562","Calycosin"
"ko00943","C01701","(-)-Glyceollin I"
"ko00943","C02495","2'-Hydroxydaidzein"
"ko00943","C02675","Dihydrobiochanin A"
"ko00943","C02920","2'-Hydroxyformononetin"
"ko00943","C03567","2'-Hydroxydihydrodaidzein"
"ko00943","C04271","3,9-Dihydroxypterocarpan"
"ko00943","C05376","Biochanin A-beta-D-glucoside"
"ko00943","C06563","Genistein"
"ko00943","C07593","Rotenone"
"ko00943","C09126","Genistin"
"ko00943","C09762","Liquiritigenin"
"ko00943","C10200","Anhydroglycinol"
"ko00943","C10205","Coumestrol"
"ko00943","C10208","Daidzein"
"ko00943","C10216","Daidzin"
"ko00943","C10422","(-)-Glyceollin II"
"ko00943","C10502","(-)-Maackiain"
"ko00943","C10503","Medicarpin"
"ko00943","C10509","Ononin"
"ko00943","C10516","Pisatin"
"ko00943","C10520","Pratensein"
"ko00943","C10521","Prunetin"
"ko00943","C10522","Pseudobaptigenin"
"ko00943","C10538","Trifolirhizin"
"ko00943","C12123","7,4'-Dihydroxyflavone"
"ko00943","C12125","Isoformononetin"
"ko00943","C12134","2'-Hydroxygenistein"
"ko00943","C12135","2'-Hydroxybiochanin A"
"ko00943","C12625","Biochanin A 7-O-(6-O-malonyl-beta-D-glucoside)"
"ko00943","C12631","2-Hydroxy-2,3-dihydrogenistein"
"ko00943","C14314","4',6,7-Trihydroxyisoflavone"
"ko00943","C14536","Glycitein"
"ko00943","C15509","Glyceocarpin"
"ko00943","C15510","4-Glyceollidin"
"ko00943","C15511","Glyceollin III"
"ko00943","C15567","2,7,4'-Trihydroxyisoflavanone"
"ko00943","C16187","7,2'-Dihydroxy-4'-methoxy-isoflavanol"
"ko00943","C16188","7-Hydroxy-2',4',5'-trimethoxyisoflavone"
"ko00943","C16189","9-Demethylmunduserone"
"ko00943","C16190","2,7-Dihydroxy-4'-methoxyisoflavanone"
"ko00943","C16191","Malonyldaidzin"
"ko00943","C16192","Malonylgenistin"
"ko00943","C16195","Glycitin"
"ko00943","C16197","Malonylglycitin"
"ko00943","C16222","Formononetin 7-O-(6-O-malonyl-beta-D-glucoside)"
"ko00943","C16223","(-)-Medicocarpin"
"ko00943","C16224","Medicarpin 3-O-glucoside-6'-malonate"
"ko00943","C16225","(-)-Vestitol"
"ko00943","C16226","2',7-Dihydroxy-4',5'-methylenedioxyisoflavone"
"ko00943","C16227","(+)-Sophorol"
"ko00943","C16228","(-)-Sophorol"
"ko00943","C16229","(+)-Maackiain"
"ko00943","C16230","(+)-6a-Hydroxymaackiain"
"ko00943","C16231","(-)-Maackiain-3-O-glucosyl-6''-O-malonate"
"ko00943","C16232","6,7,4'-Trihydroxyflavanone"
"ko00943","C16233","2,6,7,4'-Tetrahydroxyisoflavanone"
"ko00943","C19727","5-Hydroxypseudobaptigenin"
"ko00946","C00036","Oxaloacetate"
"ko00946","C00389","Quercetin"
"ko00946","C00509","Naringenin"
"ko00946","C00642","4-Hydroxyphenylacetate"
"ko00946","C00774","Phloretin"
"ko00946","C00974","Dihydrokaempferol"
"ko00946","C01161","3,4-Dihydroxyphenylacetate"
"ko00946","C01477","Apigenin"
"ko00946","C01514","Luteolin"
"ko00946","C01617","Taxifolin"
"ko00946","C01744","Phloretate"
"ko00946","C02183","Phloroglucinol"
"ko00946","C05623","Isoquercitrin"
"ko00946","C05625","Rutin"
"ko00946","C05631","Eriodictyol"
"ko00946","C05903","Kaempferol"
"ko00946","C06563","Genistein"
"ko00946","C09099","Naringenin 7-O-beta-D-glucoside"
"ko00946","C09126","Genistin"
"ko00946","C09789","Naringin"
"ko00946","C10208","Daidzein"
"ko00946","C10216","Daidzin"
"ko00946","C10447","3,4-Dihydroxyphenylpropanoate"
"ko00946","C10524","Puerarin"
"ko00946","C12088","4-Hydroxycinnamoylmethane"
"ko00946","C14131","Equol"
"ko00946","C14458","Dihydrogenistein"
"ko00946","C22552","Alphitonin"
"ko00946","C22553","Maesopsin"
"ko00946","C22556","(R)-Dihydrodaidzein"
"ko00946","C22557","(S)-Dihydrodaidzein"
"ko00946","C22558","(3S,4R)-Tetrahydrodaidzein"
"ko00946","C22559","O-Desmethylangolensin"
"ko00946","C22560","6'-Hydroxy-O-desmethylangolensin"
"ko00946","C22567","3-Hydroxyphloretin"
"ko00946","C22568","5,7,8-Trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one"
"ko00946","C22569","(2E,4E)-2,4-Dihydroxy-4-[6-(4-hydroxyphenyl)-2,4-dioxodihydro-2H-pyran-3(4H)-ylidene]but-2-enoate"
"ko00946","C22570","5-(4-Hydroxyphenyl)-3-oxovalero-delta-lactone"
"ko00946","C22571","5-Hydroxy-5-(4-hydroxyphenyl)-3-oxopentanoate"
"ko00946","C22572","4-Hydroxy-4-(4-hydroxyphenyl)-butan-2-one"
"ko00901","C00031","D-Glucose"
"ko00901","C00078","L-Tryptophan"
"ko00901","C00398","Tryptamine"
"ko00901","C01091","Deacetylvindoline"
"ko00901","C01626","Vindoline"
"ko00901","C01761","Vomilenine"
"ko00901","C01852","Secologanin"
"ko00901","C02074","Raucaffricine"
"ko00901","C02151","(19E)-Geissoschizine"
"ko00901","C02673","Desacetoxyvindoline"
"ko00901","C03309","Strictosidine aglycone"
"ko00901","C03470","3-alpha(S)-Strictosidine"
"ko00901","C03677","4,21-Dehydrogeissoschizine"
"ko00901","C04290","4-(3-Methylbut-2-enyl)-L-tryptophan"
"ko00901","C04578","16-Methoxy-2,3-dihydro-3-hydroxytabersonine"
"ko00901","C06068","Elymoclavine"
"ko00901","C06522","Strychnine"
"ko00901","C06535","Physostigmine"
"ko00901","C06536","Harmaline"
"ko00901","C06538","Harmine"
"ko00901","C06542","Ajmaline"
"ko00901","C07201","Vinblastine"
"ko00901","C07204","Vincristine"
"ko00901","C07541","Lysergic acid"
"ko00901","C07544","Ergotamine"
"ko00901","C07576","Psilocybin"
"ko00901","C08312","Psilocin"
"ko00901","C09023","Agroclavine"
"ko00901","C09024","Ajmalicine"
"ko00901","C09025","Akuammicine"
"ko00901","C09028","Alstonine"
"ko00901","C09084","Brucine"
"ko00901","C09089","Calligonine"
"ko00901","C09107","Catharanthine"
"ko00901","C09131","Chanoclavine-I"
"ko00901","C09209","Harman"
"ko00901","C09239","Sarpagine"
"ko00901","C09241","Serpentine"
"ko00901","C09243","Tetrahydroharmine"
"ko00901","C09244","Tabersonine"
"ko00901","C11632","Polyneuridine aldehyde"
"ko00901","C11633","16-Epivellosimine"
"ko00901","C11634","Vellosimine"
"ko00901","C11635","10-Deoxysarpagine"
"ko00901","C11641","3',4'-Anhydrovinblastine"
"ko00901","C11642","19-Hydroxytabersonine"
"ko00901","C11643","16-Hydroxytabersonine"
"ko00901","C11675","16-Methoxytabersonine"
"ko00901","C11676","Lochnericine"
"ko00901","C11677","Horhammericine"
"ko00901","C11678","Dialdehyde"
"ko00901","C11679","4,21-Dehydrocorynantheine aldehyde"
"ko00901","C11680","Cathenamine"
"ko00901","C11681","19-epi-Cathenamine"
"ko00901","C11682","Tetrahydroalstonine"
"ko00901","C11683","19-epi-Ajmalicine"
"ko00901","C11691","Stemmadenine"
"ko00901","C11783","Minovincinine"
"ko00901","C11784","Echitovenine"
"ko00901","C11807","Vinorine"
"ko00901","C11808","1,2-Dihydrovomilenine"
"ko00901","C11809","17-O-Acetylnorajmaline"
"ko00901","C11810","Norajmaline"
"ko00901","C11812","Lochnerinine"
"ko00901","C15985","17-O-Acetylajmaline"
"ko00901","C20379","Chanoclavine-I aldehyde"
"ko00901","C20408","Festuclavine"
"ko00901","C20409","6,8-Dimethyl-6,7-didehydroergoline"
"ko00901","C20410","4-Dimethylallyl-L-abrine"
